car_id,brand,model,year,price_lakh,fuel_type,car_type,engine_cc,horsepower,mileage_kmpl,cylinders,engine_type,engine_size,fuel_system,stroke,max_speed_kmph,peak_rpm,drive_wheel,door_number,engine_location,length_mm,width_mm,height_mm,wheelbase_mm,weight_kg,battery_capacity_kwh,range_km,transmission
299,Mahindra,Scorpio,2024,25.5,Petrol,Sedan,1000,74,17.2,6,DOHC,1.0,MPFI,90.9,137,5904,FWD,5,Front,4053,1967,1803,2418,1870,,,Manual
300,Hyundai,i20,2020,16.4,Electric,SUV,0,96,0.0,0,DOHC,0.0,Battery,0.0,241,0,AWD,5,Front,3787,1611,1833,2872,1231,28,214,Automatic
301,Tata,Nexon,2022,42.6,Diesel,SUV,2000,175,16.0,3,DOHC,2.0,MPFI,89.8,233,4911,RWD,4,Front,4423,1588,1779,2583,1276,,,Automatic
302,Honda,City,2017,20.2,CNG,Hatchback,800,64,13.2,6,DOHC,0.8,MPFI,70.2,185,6034,FWD,4,Front,4020,1750,1556,2379,2179,,,Manual
303,Skoda,Slavia,2017,19.9,Diesel,Hatchback,800,49,23.2,3,DOHC,0.8,MPFI,72.2,246,5716,AWD,5,Front,4647,1632,1438,2713,1450,,,Automatic
304,Tata,Punch,2021,33.6,Petrol,SUV,1500,103,20.3,3,DOHC,1.5,MPFI,70.5,158,4714,AWD,4,Front,3854,1797,1571,2542,932,,,Automatic
305,Skoda,Slavia,2017,18.7,Electric,SUV,0,137,0.0,0,DOHC,0.0,Battery,0.0,176,0,RWD,5,Front,4660,1688,1611,2409,1532,34,305,Automatic
306,Tata,Punch,2022,30.1,CNG,Sedan,1500,121,23.8,4,DOHC,1.5,MPFI,84.6,152,5708,AWD,5,Front,4854,1762,1717,2364,1697,,,Automatic
307,BMW,X1,2019,23.3,Diesel,SUV,1000,87,15.5,6,DOHC,1.0,MPFI,97.6,205,4141,AWD,4,Front,4020,1645,1885,2391,1059,,,Automatic
308,Mahindra,Scorpio,2024,37.9,Petrol,Hatchback,1500,138,13.9,3,DOHC,1.5,MPFI,72.8,237,5379,FWD,4,Front,3719,1980,1660,2730,2083,,,Automatic
309,Mahindra,Scorpio,2024,28.5,Diesel,Sedan,1200,77,23.4,4,DOHC,1.2,MPFI,83.0,219,5534,RWD,5,Front,4263,1562,1646,2939,1888,,,Automatic
310,Mahindra,XUV700,2019,16.0,Electric,SUV,0,110,0.0,0,DOHC,0.0,Battery,0.0,182,0,AWD,5,Front,3871,1912,1825,2519,981,50,227,Manual
311,Mahindra,XUV700,2024,18.1,Electric,Sedan,0,102,0.0,0,DOHC,0.0,Battery,0.0,153,0,RWD,5,Front,3615,1877,1873,2874,1437,22,377,Manual
312,Toyota,Fortuner,2022,25.3,CNG,Hatchback,1000,64,14.3,3,DOHC,1.0,MPFI,74.3,213,6500,AWD,4,Front,3666,1625,1617,2456,997,,,Automatic
313,Tata,Punch,2019,16.7,Electric,SUV,0,92,0.0,0,DOHC,0.0,Battery,0.0,249,0,RWD,4,Front,3742,1938,1866,2506,1608,36,252,Manual
314,Mahindra,XUV700,2024,18.2,Electric,SUV,0,90,0.0,0,DOHC,0.0,Battery,0.0,168,0,RWD,5,Front,3895,1662,1824,2399,970,49,342,Automatic
315,Mahindra,XUV700,2022,36.5,CNG,SUV,1500,131,21.2,6,DOHC,1.5,MPFI,86.1,227,5620,AWD,5,Front,4934,1683,1837,2398,2188,,,Manual
316,Mahindra,XUV700,2023,41.3,Petrol,Hatchback,2000,127,22.0,6,DOHC,2.0,MPFI,90.7,166,4755,RWD,5,Front,4409,1701,1866,2660,1669,,,Automatic
317,Audi,A6,2018,17.9,Diesel,Sedan,800,68,16.4,4,DOHC,0.8,MPFI,93.2,177,5134,RWD,4,Front,3504,1829,1714,2577,963,,,Manual
318,BMW,X1,2022,31.7,CNG,SUV,1500,145,17.8,4,DOHC,1.5,MPFI,87.2,213,6000,FWD,5,Front,4295,1934,1430,2768,1402,,,Manual
319,BMW,X1,2023,26.0,Electric,Sedan,0,232,0.0,0,DOHC,0.0,Battery,0.0,218,0,RWD,5,Front,4395,1863,1779,2933,1134,34,304,Automatic
320,Hyundai,i20,2018,38.0,Diesel,Sedan,1500,138,12.9,4,DOHC,1.5,MPFI,93.3,198,4814,AWD,4,Front,4506,1528,1720,2974,1395,,,Automatic
321,Mahindra,XUV700,2021,58.5,Petrol,Hatchback,3000,256,16.4,6,DOHC,3.0,MPFI,83.0,163,4820,AWD,4,Front,4018,1913,1554,2615,1307,,,Manual
322,Mercedes-Benz,C-Class,2022,24.0,Petrol,Hatchback,1000,84,12.8,4,DOHC,1.0,MPFI,87.9,215,5112,RWD,4,Front,3594,1811,1403,2868,1643,,,Manual
323,MG,Hector,2020,29.1,Diesel,Hatchback,1500,114,15.4,6,DOHC,1.5,MPFI,77.0,167,5968,FWD,5,Front,4493,1997,1494,2960,1152,,,Automatic
324,Hyundai,i20,2026,60.0,Petrol,Hatchback,3000,275,16.1,3,DOHC,3.0,MPFI,77.6,239,6230,FWD,4,Front,4483,1652,1839,2488,1948,,,Manual
325,BMW,X1,2021,59.3,CNG,Sedan,3000,264,19.9,4,DOHC,3.0,MPFI,87.1,219,5387,RWD,5,Front,4149,1531,1628,2414,1928,,,Manual
326,Hyundai,i20,2020,15.0,Electric,SUV,0,90,0.0,0,DOHC,0.0,Battery,0.0,171,0,RWD,4,Front,3685,1927,1677,2526,904,35,469,Manual
327,Mercedes-Benz,C-Class,2018,27.6,Electric,SUV,0,191,0.0,0,DOHC,0.0,Battery,0.0,177,0,AWD,4,Front,3519,1916,1750,2718,1629,33,260,Automatic
328,Mercedes-Benz,C-Class,2018,57.4,Petrol,SUV,3000,238,20.1,4,DOHC,3.0,MPFI,79.3,161,6385,FWD,4,Front,3871,1922,1583,2335,1469,,,Automatic
329,Mahindra,XUV700,2017,43.8,Petrol,SUV,2000,156,16.3,4,DOHC,2.0,MPFI,94.2,203,5034,AWD,5,Front,4278,1726,1660,2743,2086,,,Automatic
330,Tata,Nexon,2025,26.7,Electric,Hatchback,0,228,0.0,0,DOHC,0.0,Battery,0.0,158,0,FWD,4,Front,4358,1676,1624,2729,1861,35,254,Automatic
331,Mahindra,XUV700,2022,26.9,Electric,Hatchback,0,223,0.0,0,DOHC,0.0,Battery,0.0,144,0,FWD,4,Front,4967,1663,1750,2995,1261,34,464,Automatic
332,Mahindra,XUV700,2023,25.0,Diesel,SUV,1000,83,13.9,3,DOHC,1.0,MPFI,85.5,123,6088,RWD,5,Front,3545,1723,1742,2412,1582,,,Manual
333,MG,Hector,2024,16.3,Electric,SUV,0,128,0.0,0,DOHC,0.0,Battery,0.0,249,0,RWD,4,Front,4011,1899,1584,2495,2109,68,409,Automatic
334,Maruti Suzuki,Alto,2021,17.9,Diesel,SUV,800,49,24.5,3,DOHC,0.8,MPFI,99.6,233,5080,FWD,5,Front,4604,1748,1897,2866,1419,,,Manual
335,Mahindra,Scorpio,2018,27.6,CNG,Hatchback,1200,96,21.2,3,DOHC,1.2,MPFI,92.1,144,4387,AWD,5,Front,3663,1600,1860,2589,1806,,,Automatic
336,Kia,Seltos,2017,47.3,Petrol,SUV,2000,196,14.7,4,DOHC,2.0,MPFI,97.4,178,6175,RWD,5,Front,4295,1895,1644,2990,1749,,,Manual
337,Kia,Seltos,2017,25.8,CNG,Sedan,1200,73,17.1,3,DOHC,1.2,MPFI,88.8,131,6187,RWD,5,Front,3947,1790,1467,2884,1929,,,Manual
338,Skoda,Slavia,2020,32.8,CNG,Hatchback,1200,115,16.3,4,DOHC,1.2,MPFI,91.1,221,4706,FWD,5,Front,3645,1923,1633,2331,1496,,,Manual
339,Tata,Punch,2022,23.8,CNG,Sedan,1000,65,19.7,6,DOHC,1.0,MPFI,89.4,146,5639,AWD,4,Front,4246,1651,1746,2318,2037,,,Manual
340,Kia,Seltos,2025,25.8,Electric,SUV,0,183,0.0,0,DOHC,0.0,Battery,0.0,141,0,FWD,4,Front,4353,1958,1631,2772,1406,38,252,Automatic
341,Hyundai,i20,2022,24.8,Electric,SUV,0,217,0.0,0,DOHC,0.0,Battery,0.0,198,0,FWD,5,Front,3876,1504,1523,2536,2186,28,314,Automatic
342,Hyundai,i20,2020,27.4,Petrol,Sedan,1200,72,17.5,6,DOHC,1.2,MPFI,99.6,130,4955,FWD,5,Front,4137,1968,1403,2601,2167,,,Manual
343,Toyota,Fortuner,2024,26.6,Diesel,Hatchback,1200,110,22.0,3,DOHC,1.2,MPFI,84.8,156,5066,RWD,4,Front,4499,1883,1615,2773,1495,,,Automatic
344,Audi,A6,2024,48.2,Petrol,SUV,2000,191,21.8,3,DOHC,2.0,MPFI,99.4,249,4916,RWD,4,Front,4338,1703,1623,2901,2022,,,Automatic
345,Mercedes-Benz,C-Class,2023,25.9,CNG,Hatchback,1200,115,17.3,3,DOHC,1.2,MPFI,81.9,162,4071,RWD,4,Front,4417,1554,1783,2536,1570,,,Manual
346,Hyundai,Creta,2020,59.7,CNG,SUV,3000,219,13.4,6,DOHC,3.0,MPFI,94.6,142,4648,AWD,5,Front,3691,1568,1529,2681,2048,,,Manual
347,Tata,Punch,2019,33.5,Petrol,Sedan,1500,140,19.0,6,DOHC,1.5,MPFI,72.6,238,6096,FWD,4,Front,4253,1854,1726,2592,1675,,,Manual
348,Maruti Suzuki,Swift,2023,22.0,CNG,Sedan,800,66,22.6,6,DOHC,0.8,MPFI,72.3,224,4459,FWD,4,Front,3656,1724,1534,2503,1722,,,Manual
349,Volkswagen,Taigun,2025,37.1,CNG,SUV,1500,143,14.2,4,DOHC,1.5,MPFI,87.8,140,5579,AWD,4,Front,4499,1734,1704,2552,2141,,,Manual
350,Audi,A6,2017,52.5,Diesel,SUV,3000,199,18.0,3,DOHC,3.0,MPFI,83.5,144,4749,FWD,5,Front,4098,1559,1694,2904,1046,,,Automatic
351,Hyundai,i20,2024,17.1,Electric,Sedan,0,76,0.0,0,DOHC,0.0,Battery,0.0,126,0,RWD,5,Front,3784,1889,1733,2450,1363,73,490,Manual
352,Maruti Suzuki,Alto,2019,45.3,Diesel,Hatchback,2000,164,13.7,6,DOHC,2.0,MPFI,84.4,136,4700,RWD,4,Front,4450,1588,1526,2657,1210,,,Manual
353,Volkswagen,Taigun,2019,25.2,CNG,Hatchback,1000,83,12.4,6,DOHC,1.0,MPFI,84.3,172,6206,FWD,4,Front,4029,1929,1561,2440,1360,,,Automatic
354,Honda,City,2019,32.2,Diesel,SUV,1500,106,17.6,4,DOHC,1.5,MPFI,90.6,203,4482,FWD,4,Front,3650,1762,1430,2973,1345,,,Manual
355,Maruti Suzuki,Alto,2024,29.0,Diesel,Hatchback,1200,103,18.7,3,DOHC,1.2,MPFI,81.9,125,4754,AWD,4,Front,4930,1645,1851,2743,830,,,Manual
356,Honda,City,2021,14.2,Electric,SUV,0,71,0.0,0,DOHC,0.0,Battery,0.0,189,0,FWD,4,Front,3852,1839,1528,2999,866,55,470,Manual
357,BMW,X1,2018,26.6,Electric,Sedan,0,207,0.0,0,DOHC,0.0,Battery,0.0,129,0,AWD,5,Front,4319,1593,1697,2687,1533,49,348,Automatic
358,Tata,Nexon,2023,22.7,Electric,SUV,0,131,0.0,0,DOHC,0.0,Battery,0.0,229,0,RWD,4,Front,4758,1986,1525,2744,2149,32,428,Automatic
359,MG,Hector,2019,29.2,CNG,SUV,1200,87,17.0,6,DOHC,1.2,MPFI,81.7,130,5561,RWD,4,Front,4459,1778,1497,2953,1709,,,Automatic
360,Audi,A6,2023,28.4,Petrol,SUV,1200,114,13.5,4,DOHC,1.2,MPFI,73.9,229,5154,RWD,5,Front,4554,1848,1892,2586,1284,,,Manual
361,Tata,Punch,2024,21.2,Diesel,SUV,800,75,14.7,4,DOHC,0.8,MPFI,72.7,222,5889,AWD,5,Front,4789,1731,1500,2619,1006,,,Manual
362,Tata,Punch,2021,18.4,Electric,Sedan,0,116,0.0,0,DOHC,0.0,Battery,0.0,154,0,AWD,4,Front,3866,1969,1595,2582,2191,27,253,Manual
363,Mercedes-Benz,C-Class,2017,21.8,Diesel,SUV,800,64,17.2,6,DOHC,0.8,MPFI,71.5,238,5535,AWD,5,Front,4532,1736,1561,2976,1312,,,Automatic
364,Maruti Suzuki,Alto,2017,19.9,Electric,SUV,0,171,0.0,0,DOHC,0.0,Battery,0.0,145,0,RWD,4,Front,4625,1635,1615,2901,1659,60,366,Automatic
365,Toyota,Fortuner,2025,21.9,Diesel,Hatchback,1000,91,13.2,3,DOHC,1.0,MPFI,71.8,147,5795,AWD,5,Front,3525,1698,1878,2732,1593,,,Manual
366,Tata,Punch,2018,16.3,Electric,SUV,0,133,0.0,0,DOHC,0.0,Battery,0.0,212,0,AWD,5,Front,4198,1829,1647,2678,1505,69,253,Manual
367,Honda,City,2024,26.0,CNG,SUV,1200,96,23.6,4,DOHC,1.2,MPFI,93.2,241,6213,FWD,5,Front,3970,1701,1886,2478,2111,,,Automatic
368,Honda,City,2021,39.4,Petrol,SUV,2000,173,22.8,6,DOHC,2.0,MPFI,84.8,206,5691,RWD,5,Front,4928,1852,1650,2660,1637,,,Manual
369,Skoda,Slavia,2024,23.6,Diesel,SUV,800,73,12.5,3,DOHC,0.8,MPFI,96.3,183,4616,AWD,5,Front,3577,1604,1756,2374,2058,,,Manual
370,MG,Hector,2019,30.6,Electric,SUV,0,207,0.0,0,DOHC,0.0,Battery,0.0,187,0,AWD,5,Front,4654,1514,1697,2670,926,54,328,Manual
371,Tata,Nexon,2018,21.8,Petrol,Hatchback,800,64,23.6,4,DOHC,0.8,MPFI,96.1,139,4331,FWD,4,Front,3619,1717,1412,2642,1831,,,Automatic
372,BMW,X1,2023,17.1,CNG,SUV,800,48,16.0,3,DOHC,0.8,MPFI,72.3,232,5700,AWD,5,Front,3987,1598,1748,2651,1546,,,Automatic
373,Mahindra,Scorpio,2020,59.1,CNG,Hatchback,3000,219,16.1,6,DOHC,3.0,MPFI,80.9,162,4292,FWD,5,Front,3733,1987,1742,2644,1046,,,Manual
374,Mercedes-Benz,C-Class,2019,60.6,Diesel,SUV,3000,268,22.7,3,DOHC,3.0,MPFI,87.7,194,4968,RWD,5,Front,4308,1740,1406,2508,1946,,,Manual
375,Skoda,Slavia,2026,27.5,CNG,Hatchback,1200,102,15.4,6,DOHC,1.2,MPFI,90.6,131,6337,FWD,5,Front,4637,1778,1778,2955,1922,,,Automatic
376,Toyota,Fortuner,2020,22.7,Electric,Sedan,0,138,0.0,0,DOHC,0.0,Battery,0.0,210,0,AWD,5,Front,4281,1948,1623,2982,861,42,451,Automatic
377,Hyundai,Creta,2023,27.7,Electric,SUV,0,225,0.0,0,DOHC,0.0,Battery,0.0,133,0,RWD,4,Front,3561,1727,1520,2453,1288,44,283,Manual
378,Maruti Suzuki,Alto,2020,34.7,CNG,Sedan,1500,148,17.1,4,DOHC,1.5,MPFI,73.5,182,4432,FWD,5,Front,4155,1541,1686,2784,1353,,,Automatic
379,Toyota,Fortuner,2022,27.9,Diesel,Hatchback,1000,97,13.3,3,DOHC,1.0,MPFI,95.2,141,6304,FWD,4,Front,3974,1570,1546,2704,1315,,,Manual
380,MG,Hector,2018,34.6,CNG,Hatchback,2000,122,15.2,4,DOHC,2.0,MPFI,88.1,247,5643,RWD,4,Front,4754,1906,1727,2809,944,,,Manual
381,Kia,Seltos,2023,25.3,Diesel,Hatchback,1200,109,24.8,4,DOHC,1.2,MPFI,86.1,145,5070,RWD,5,Front,4395,1545,1411,2314,1056,,,Manual
382,Audi,A6,2024,62.1,CNG,SUV,3000,288,23.1,3,DOHC,3.0,MPFI,99.1,226,5389,RWD,5,Front,3552,1732,1494,2342,1723,,,Manual
383,Mahindra,Scorpio,2024,27.3,CNG,Hatchback,1500,92,17.6,3,DOHC,1.5,MPFI,97.2,231,6158,FWD,4,Front,4388,1956,1630,2829,2117,,,Manual
384,Volkswagen,Taigun,2025,28.5,CNG,Hatchback,1200,73,24.3,3,DOHC,1.2,MPFI,85.3,222,6061,AWD,5,Front,3885,1974,1829,2711,867,,,Manual
385,Hyundai,Creta,2024,28.2,Electric,Hatchback,0,220,0.0,0,DOHC,0.0,Battery,0.0,154,0,AWD,4,Front,4567,1940,1619,2685,2195,33,420,Automatic
386,Tata,Punch,2018,19.0,Diesel,Sedan,1000,63,15.4,3,DOHC,1.0,MPFI,96.8,120,5451,FWD,5,Front,3762,1769,1886,2694,1748,,,Automatic
387,Maruti Suzuki,Alto,2023,33.8,Diesel,SUV,1500,126,24.1,3,DOHC,1.5,MPFI,87.6,228,5188,RWD,5,Front,3714,1549,1749,2511,2111,,,Manual
388,Mahindra,Scorpio,2018,65.7,Petrol,Hatchback,3000,299,14.2,3,DOHC,3.0,MPFI,88.7,245,5503,RWD,4,Front,4997,1557,1831,2649,1029,,,Automatic
389,Maruti Suzuki,Alto,2024,28.3,Petrol,Hatchback,1200,100,16.3,3,DOHC,1.2,MPFI,76.5,184,5759,AWD,5,Front,3655,1693,1570,2313,986,,,Manual
390,Toyota,Fortuner,2026,22.2,Petrol,Hatchback,800,51,19.3,6,DOHC,0.8,MPFI,94.9,230,4890,AWD,4,Front,4257,1893,1720,2702,2065,,,Automatic
391,Mahindra,XUV700,2022,33.2,Electric,Sedan,0,234,0.0,0,DOHC,0.0,Battery,0.0,132,0,RWD,4,Front,4212,1804,1810,2804,1817,60,442,Manual
392,Volkswagen,Taigun,2019,29.1,Electric,Sedan,0,232,0.0,0,DOHC,0.0,Battery,0.0,229,0,AWD,4,Front,4922,1719,1553,2366,2095,77,335,Automatic
393,Tata,Punch,2020,30.3,CNG,Sedan,1500,122,12.8,3,DOHC,1.5,MPFI,80.9,222,4185,AWD,4,Front,4975,1753,1682,2793,832,,,Manual
394,Toyota,Fortuner,2026,64.1,CNG,SUV,3000,270,14.3,6,DOHC,3.0,MPFI,84.6,244,5826,RWD,4,Front,3827,1985,1473,2577,844,,,Automatic
395,Mahindra,Scorpio,2026,23.9,CNG,SUV,1000,60,16.4,3,DOHC,1.0,MPFI,88.8,147,5957,FWD,5,Front,4521,1695,1479,2932,1495,,,Automatic
396,Tata,Nexon,2020,44.3,Diesel,Hatchback,2000,150,15.8,3,DOHC,2.0,MPFI,80.6,226,4833,FWD,4,Front,3561,1847,1888,2457,1747,,,Automatic
397,Mahindra,XUV700,2026,42.1,CNG,SUV,2000,144,23.1,3,DOHC,2.0,MPFI,75.7,133,5216,AWD,4,Front,4011,1547,1443,2977,2007,,,Manual
398,Maruti Suzuki,Alto,2024,23.2,Electric,Sedan,0,171,0.0,0,DOHC,0.0,Battery,0.0,211,0,AWD,4,Front,4435,1723,1686,2342,1269,43,237,Manual
399,BMW,X1,2020,38.3,Diesel,Sedan,1500,140,12.9,3,DOHC,1.5,MPFI,87.6,237,4367,FWD,5,Front,3713,1508,1424,2492,1707,,,Manual
400,Volkswagen,Taigun,2025,28.5,CNG,Hatchback,1200,97,15.9,4,DOHC,1.2,MPFI,84.7,131,5259,RWD,5,Front,3798,1682,1439,2767,1675,,,Automatic
401,Tata,Punch,2019,61.5,Petrol,Sedan,3000,288,14.8,4,DOHC,3.0,MPFI,84.8,193,5538,AWD,5,Front,4221,1956,1430,2912,1055,,,Automatic
402,Mercedes-Benz,C-Class,2025,57.8,Diesel,Hatchback,3000,242,20.7,4,DOHC,3.0,MPFI,91.6,224,4014,RWD,5,Front,3943,1747,1693,2372,1343,,,Automatic
403,Tata,Punch,2022,22.6,CNG,Sedan,800,61,12.8,3,DOHC,0.8,MPFI,83.0,151,6289,AWD,4,Front,4967,1689,1436,2849,1889,,,Manual
404,Skoda,Slavia,2017,16.4,Diesel,Hatchback,800,55,19.8,4,DOHC,0.8,MPFI,80.1,232,5938,AWD,4,Front,4879,1688,1580,2436,1617,,,Manual
405,Mercedes-Benz,C-Class,2023,30.6,CNG,Hatchback,1200,117,18.3,4,DOHC,1.2,MPFI,78.0,121,4351,FWD,5,Front,4008,1974,1447,2544,1252,,,Automatic
406,Maruti Suzuki,Swift,2021,21.4,Electric,Hatchback,0,154,0.0,0,DOHC,0.0,Battery,0.0,249,0,AWD,4,Front,4214,1708,1564,2479,862,20,308,Manual
407,Toyota,Fortuner,2017,35.8,Diesel,SUV,1500,138,20.8,3,DOHC,1.5,MPFI,78.2,240,6058,AWD,4,Front,4179,1613,1673,2721,1762,,,Manual
408,Mahindra,XUV700,2024,18.4,CNG,Hatchback,800,63,18.8,4,DOHC,0.8,MPFI,85.6,124,4821,RWD,4,Front,3991,1779,1410,2945,1537,,,Automatic
409,Honda,City,2025,28.6,Diesel,SUV,1200,103,23.7,3,DOHC,1.2,MPFI,74.8,191,5364,AWD,5,Front,4677,1862,1705,2916,1996,,,Manual
410,Mahindra,Scorpio,2022,18.1,Petrol,Sedan,800,69,22.6,4,DOHC,0.8,MPFI,72.1,237,5285,FWD,4,Front,4902,1893,1467,2638,1627,,,Automatic
411,MG,Hector,2025,30.3,CNG,Sedan,1500,96,19.5,4,DOHC,1.5,MPFI,94.8,233,6424,AWD,5,Front,4918,1700,1636,2319,1468,,,Manual
412,Mercedes-Benz,C-Class,2023,26.5,Petrol,Sedan,1200,88,13.6,4,DOHC,1.2,MPFI,75.9,144,4427,RWD,4,Front,4023,1847,1708,2587,2069,,,Automatic
413,Mahindra,Scorpio,2017,20.6,CNG,SUV,800,48,18.3,4,DOHC,0.8,MPFI,83.3,223,6470,RWD,5,Front,3771,1740,1795,2994,842,,,Automatic
414,Mahindra,Scorpio,2020,68.9,CNG,SUV,3000,291,22.5,3,DOHC,3.0,MPFI,88.9,212,5298,AWD,4,Front,4791,1584,1400,2578,1474,,,Automatic
415,Hyundai,Creta,2025,24.1,CNG,Sedan,800,64,16.4,4,DOHC,0.8,MPFI,80.9,221,6256,AWD,5,Front,4952,1877,1438,2723,1400,,,Manual
416,Honda,City,2020,24.2,CNG,Hatchback,1200,84,20.4,3,DOHC,1.2,MPFI,98.8,220,5129,RWD,5,Front,3685,1700,1551,2390,1923,,,Automatic
417,BMW,X1,2024,26.8,Diesel,Hatchback,1200,87,13.9,3,DOHC,1.2,MPFI,70.3,236,5011,FWD,4,Front,4783,1537,1785,2309,1127,,,Automatic
418,Hyundai,i20,2019,21.6,CNG,Sedan,800,75,19.0,3,DOHC,0.8,MPFI,84.4,165,4289,FWD,4,Front,4747,1541,1627,2399,1179,,,Manual
419,Mahindra,Scorpio,2018,17.1,Electric,SUV,0,105,0.0,0,DOHC,0.0,Battery,0.0,217,0,RWD,4,Front,4587,1522,1565,2570,2067,32,243,Manual
420,Mahindra,XUV700,2024,39.2,CNG,Hatchback,2000,167,20.6,6,DOHC,2.0,MPFI,76.1,233,5855,AWD,5,Front,4452,1876,1494,2728,1002,,,Manual
421,Kia,Seltos,2022,45.7,Diesel,Hatchback,2000,169,24.0,4,DOHC,2.0,MPFI,92.7,129,4879,FWD,5,Front,4265,1651,1689,2467,1937,,,Automatic
422,Tata,Nexon,2025,27.7,Petrol,Sedan,1000,77,12.1,4,DOHC,1.0,MPFI,74.6,139,4220,AWD,5,Front,3824,1750,1716,2385,894,,,Automatic
423,Audi,A6,2025,61.7,Petrol,SUV,3000,295,22.6,4,DOHC,3.0,MPFI,93.4,249,4530,AWD,4,Front,4471,1524,1675,2986,1558,,,Automatic
424,Hyundai,i20,2017,31.2,Electric,Sedan,0,244,0.0,0,DOHC,0.0,Battery,0.0,150,0,AWD,4,Front,4711,1582,1562,2878,2125,41,412,Automatic
425,Maruti Suzuki,Swift,2026,24.3,Petrol,Hatchback,800,75,13.4,3,DOHC,0.8,MPFI,74.5,182,4793,FWD,4,Front,4222,1898,1658,2873,1694,,,Automatic
426,Mahindra,Scorpio,2026,21.4,Petrol,SUV,800,63,21.9,3,DOHC,0.8,MPFI,88.0,128,4361,AWD,4,Front,4684,1702,1862,2579,945,,,Automatic
427,MG,Hector,2023,64.5,Petrol,Hatchback,3000,246,19.6,3,DOHC,3.0,MPFI,94.8,122,6259,RWD,5,Front,4365,1757,1411,2344,1859,,,Manual
428,Mahindra,XUV700,2022,26.4,Diesel,SUV,1000,79,21.4,4,DOHC,1.0,MPFI,93.7,231,4155,AWD,4,Front,4031,1939,1758,2878,1611,,,Manual
429,Maruti Suzuki,Alto,2019,24.2,Petrol,SUV,1000,77,16.1,4,DOHC,1.0,MPFI,74.7,240,5101,RWD,4,Front,3772,1966,1467,2915,902,,,Automatic
430,Mahindra,Scorpio,2022,33.7,CNG,Sedan,1500,117,18.9,3,DOHC,1.5,MPFI,71.7,206,6209,RWD,4,Front,4117,1559,1409,2399,2040,,,Manual
431,Hyundai,Creta,2026,62.8,Diesel,Hatchback,3000,296,24.3,3,DOHC,3.0,MPFI,77.1,211,5269,AWD,4,Front,4928,1776,1523,2550,1570,,,Automatic
432,Hyundai,Creta,2021,27.6,Diesel,Hatchback,1200,86,15.6,6,DOHC,1.2,MPFI,81.2,231,6476,AWD,5,Front,4242,1951,1741,2969,1931,,,Manual
433,Tata,Punch,2023,25.1,CNG,Hatchback,1200,82,20.9,3,DOHC,1.2,MPFI,86.7,149,4446,FWD,5,Front,3961,1979,1472,2624,875,,,Automatic
434,Maruti Suzuki,Swift,2026,22.5,CNG,SUV,1000,83,13.1,3,DOHC,1.0,MPFI,96.0,246,5453,FWD,5,Front,4093,1512,1511,2600,1593,,,Automatic
435,MG,Hector,2019,26.5,Electric,Sedan,0,222,0.0,0,DOHC,0.0,Battery,0.0,173,0,RWD,5,Front,4361,1601,1630,2926,1347,68,314,Manual
436,Mahindra,Scorpio,2017,17.8,Electric,SUV,0,152,0.0,0,DOHC,0.0,Battery,0.0,162,0,RWD,5,Front,3964,1886,1625,2572,949,24,457,Manual
437,MG,Hector,2017,27.9,Electric,Sedan,0,202,0.0,0,DOHC,0.0,Battery,0.0,123,0,RWD,5,Front,3693,1754,1832,2935,1707,79,395,Automatic
438,Mahindra,Scorpio,2019,42.6,Petrol,SUV,2000,168,22.5,6,DOHC,2.0,MPFI,90.7,148,4398,FWD,4,Front,3736,1847,1699,2449,2144,,,Manual
439,Audi,A6,2021,42.4,Petrol,Sedan,2000,156,13.3,6,DOHC,2.0,MPFI,88.5,121,6296,AWD,5,Front,4990,1534,1453,2945,2094,,,Automatic
440,Mahindra,XUV700,2018,38.8,Diesel,SUV,2000,140,18.2,3,DOHC,2.0,MPFI,85.2,146,5471,AWD,4,Front,4885,1892,1792,2714,1943,,,Automatic
441,Mahindra,XUV700,2026,13.6,Electric,Sedan,0,88,0.0,0,DOHC,0.0,Battery,0.0,143,0,RWD,4,Front,3554,1844,1841,2892,1357,47,267,Automatic
442,Mahindra,XUV700,2017,46.5,CNG,SUV,2000,175,15.5,3,DOHC,2.0,MPFI,95.0,146,5397,RWD,5,Front,4234,1831,1625,2561,1092,,,Automatic
443,MG,Hector,2023,28.0,Electric,Sedan,0,187,0.0,0,DOHC,0.0,Battery,0.0,184,0,RWD,5,Front,4147,1828,1849,2550,2065,25,228,Manual
444,Kia,Seltos,2024,27.7,CNG,Sedan,1200,118,23.8,6,DOHC,1.2,MPFI,86.3,190,5506,FWD,4,Front,4682,1593,1710,2536,1010,,,Manual
445,Mercedes-Benz,C-Class,2018,15.5,Electric,Hatchback,0,130,0.0,0,DOHC,0.0,Battery,0.0,133,0,FWD,4,Front,4998,1867,1512,2480,1955,45,439,Manual
446,Toyota,Fortuner,2018,36.0,Diesel,SUV,1500,140,15.7,6,DOHC,1.5,MPFI,92.2,184,5390,RWD,4,Front,3701,1826,1766,2815,1857,,,Automatic
447,Volkswagen,Taigun,2023,18.4,Electric,SUV,0,137,0.0,0,DOHC,0.0,Battery,0.0,142,0,RWD,5,Front,4415,1756,1538,2740,1824,53,331,Manual
